uuid,Country,Item Type,Sales Channel,Order Priority,Order Date,Region,Ship Date
890606963,Australia,Meat,Offline,C,3/31/17,Australia and Oceania,4/25/17
363091981,San Marino,Cosmetics,Offline,C,1/7/14,Europe,1/24/14
923621737,France,Snacks,Online,L,12/26/15,Europe,2/3/16
558182561,Kyrgyzstan,Meat,Online,L,11/26/14,Asia,1/15/15
923073279,Greenland,Meat,Online,M,12/21/14,North America,2/9/15
594905221,Dominica,Personal Care,Online,L,11/13/13,Central America and the Caribbean,1/2/14
920602214,Luxembourg,Cereal,Online,H,2/14/14,Europe,2/14/14
167400586,Sri Lanka,Household,Offline,M,10/7/11,Asia,10/24/11
272849166,Algeria,Fruits,Online,M,3/30/15,Middle East and North Africa,5/19/15
994809281,East Timor,Meat,Online,C,5/8/11,Australia and Oceania,5/23/11
361454761,Israel,Cosmetics,Offline,M,6/15/14,Middle East and North Africa,7/2/14
521271932,Dominican Republic,Clothes,Online,H,4/7/17,Central America and the Caribbean,4/29/17
993059623,Israel,Beverages,Online,H,5/7/17,Middle East and North Africa,6/11/17
915929162,Uganda,Baby Food,Offline,L,5/1/13,Sub-Saharan Africa,5/25/13
399304378,Maldives,Vegetables,Offline,M,4/7/16,Asia,5/24/16
972921597,Zimbabwe,Fruits,Offline,H,7/20/15,Sub-Saharan Africa,8/12/15
636829650,Indonesia,Beverages,Online,L,1/3/13,Asia,1/14/13
611389863,East Timor,Office Supplies,Offline,H,7/12/11,Australia and Oceania,8/14/11
387276065,Serbia,Snacks,Online,H,4/11/11,Europe,5/29/11
875474584,Serbia,Cosmetics,Online,C,6/25/13,Europe,7/24/13
357284247,Singapore,Fruits,Offline,L,8/28/16,Asia,10/5/16
334316384,Latvia,Beverages,Offline,H,10/20/12,Europe,12/9/12
578494822,Mauritius ,Snacks,Online,M,12/2/13,Sub-Saharan Africa,12/29/13
482055890,Comoros,Clothes,Online,H,5/8/10,Sub-Saharan Africa,6/23/10
407548415,Malawi,Fruits,Offline,L,6/9/12,Sub-Saharan Africa,7/1/12
337833726,Democratic Republic of the Congo,Household,Offline,C,6/12/16,Sub-Saharan Africa,7/14/16
326085650,Serbia,Household,Offline,L,11/30/15,Europe,1/12/16
945790517,Tuvalu,Vegetables,Offline,M,1/7/13,Australia and Oceania,2/9/13
140747153,Greenland,Cereal,Online,M,10/16/14,North America,11/6/14
875066888,Bulgaria,Baby Food,Online,H,3/5/14,Europe,4/12/14
783173549,Swaziland,Office Supplies,Offline,L,7/19/16,Sub-Saharan Africa,7/21/16
719803464,Equatorial Guinea,Baby Food,Online,C,3/15/13,Sub-Saharan Africa,5/2/13
710005462,Comoros,Baby Food,Online,C,6/5/15,Sub-Saharan Africa,7/19/15
399140870,Barbados,Cosmetics,Offline,H,11/7/12,Central America and the Caribbean,12/2/12
402883517,Monaco,Vegetables,Online,L,2/12/15,Europe,2/26/15
957219731,Georgia,Cereal,Online,M,3/13/10,Europe,4/29/10
568448340,Equatorial Guinea,Fruits,Online,M,8/21/13,Sub-Saharan Africa,10/7/13
963180673,Togo,Fruits,Online,H,10/8/11,Sub-Saharan Africa,10/9/11
338340556,Greenland,Personal Care,Online,H,11/27/10,North America,1/2/11
111164319,Tunisia ,Clothes,Offline,M,11/10/10,Middle East and North Africa,12/20/10
869200789,Brunei,Baby Food,Online,L,4/16/16,Asia,5/25/16
120311295,Comoros,Meat,Online,L,3/19/10,Sub-Saharan Africa,4/13/10
842669665,El Salvador,Personal Care,Online,C,10/11/10,Central America and the Caribbean,11/5/10
234762227,Namibia,Cosmetics,Online,L,6/25/14,Sub-Saharan Africa,7/28/14
965387809,Nauru,Office Supplies,Online,C,2/6/15,Australia and Oceania,3/6/15
823657739,Lithuania,Cosmetics,Online,C,1/19/15,Europe,1/21/15
368995845,Cambodia,Vegetables,Online,M,1/9/14,Asia,2/19/14
681138455,Spain,Household,Online,H,10/11/12,Europe,11/15/12
210134398,New Zealand,Snacks,Offline,C,12/4/16,Australia and Oceania,12/25/16
626345002,Latvia,Meat,Online,H,6/3/10,Europe,7/17/10
970444095,Libya,Cosmetics,Offline,C,5/12/12,Middle East and North Africa,6/20/12
803418004,Angola,Vegetables,Offline,H,8/14/12,Sub-Saharan Africa,8/18/12
656565558,Monaco,Office Supplies,Offline,H,6/28/13,Europe,7/24/13
681498086,Myanmar,Household,Offline,H,10/6/10,Asia,10/10/10
200139415,Costa Rica,Vegetables,Online,M,8/26/12,Central America and the Caribbean,9/23/12
854725873,Djibouti,Meat,Online,M,4/15/13,Sub-Saharan Africa,6/1/13
757806289,Liberia,Office Supplies,Offline,H,8/27/11,Sub-Saharan Africa,8/28/11
342241990,Swaziland,Snacks,Online,H,5/15/15,Sub-Saharan Africa,6/29/15
111206805,United Kingdom,Beverages,Online,C,3/10/14,Europe,3/26/14
188187062,Sri Lanka,Vegetables,Offline,H,1/29/14,Asia,2/20/14
766981589,Monaco,Baby Food,Online,M,9/15/10,Europe,9/19/10
761701714,Kuwait,Vegetables,Online,H,12/15/15,Middle East and North Africa,1/4/16
956771266,Portugal,Fruits,Offline,L,4/5/16,Europe,4/16/16
856926572,Lebanon,Cereal,Offline,H,4/12/14,Middle East and North Africa,5/20/14
937216460,Guinea,Vegetables,Offline,L,7/5/17,Sub-Saharan Africa,8/18/17
393002259,Malta,Office Supplies,Online,C,10/22/11,Europe,11/30/11
289957797,Liberia,Meat,Online,M,8/1/10,Sub-Saharan Africa,8/22/10
414069402,Luxembourg,Beverages,Offline,L,3/6/13,Europe,3/6/13
621635901,Lebanon,Snacks,Online,H,3/18/16,Middle East and North Africa,4/13/16
389268624,Samoa ,Cereal,Offline,C,5/12/17,Australia and Oceania,5/22/17
163891398,East Timor,Baby Food,Offline,H,8/4/11,Australia and Oceania,8/7/11
912740552,Algeria,Cereal,Online,C,1/25/10,Middle East and North Africa,2/13/10
973364913,Uzbekistan,Meat,Online,L,9/2/13,Asia,9/11/13
103625810,Turkey,Snacks,Online,L,10/7/16,Middle East and North Africa,11/17/16
831697070,Yemen,Clothes,Online,H,1/2/11,Middle East and North Africa,1/17/11
806065022,Namibia,Snacks,Online,M,10/24/11,Sub-Saharan Africa,10/24/11
445528495,Tonga,Household,Offline,H,10/2/16,Australia and Oceania,10/4/16
689198815,Botswana,Household,Offline,L,11/19/16,Sub-Saharan Africa,12/28/16
746499812,Pakistan,Cosmetics,Online,H,9/8/15,Middle East and North Africa,9/23/15
347167813,Rwanda,Vegetables,Online,L,2/16/10,Sub-Saharan Africa,2/20/10
191251647,Afghanistan,Personal Care,Offline,H,3/6/17,Middle East and North Africa,3/18/17
599112641,Panama,Snacks,Online,L,1/2/17,Central America and the Caribbean,1/13/17
161424624,Kuwait,Vegetables,Offline,L,5/8/17,Middle East and North Africa,5/19/17
689173924,Guatemala,Snacks,Online,M,11/16/11,Central America and the Caribbean,12/22/11
463659369,Indonesia,Office Supplies,Online,H,3/25/14,Asia,5/11/14
986492288,United States of America,Household,Online,L,6/1/16,North America,6/18/16
229596507,El Salvador,Personal Care,Online,H,4/17/15,Central America and the Caribbean,4/28/15
285208356,United Kingdom,Meat,Online,C,5/6/16,Europe,5/11/16
615876662,North Korea,Vegetables,Offline,L,10/10/14,Asia,10/23/14
304462754,Mauritius ,Vegetables,Online,C,5/30/14,Sub-Saharan Africa,6/13/14
304140460,Namibia,Baby Food,Online,H,5/15/16,Sub-Saharan Africa,6/6/16
288396108,Tuvalu,Household,Offline,H,4/4/15,Australia and Oceania,4/23/15
901028525,Grenada,Household,Offline,M,7/12/10,Central America and the Caribbean,8/2/10
606149041,Rwanda,Baby Food,Online,M,4/11/10,Sub-Saharan Africa,4/20/10
638181483,Belgium,Beverages,Online,M,4/20/12,Europe,4/22/12
951862180,Moldova ,Office Supplies,Offline,C,6/22/15,Europe,7/27/15
672239959,Nepal,Meat,Offline,M,12/5/15,Asia,12/31/15
344676148,Kazakhstan,Beverages,Offline,H,11/16/10,Asia,11/26/10
584844577,Luxembourg,Personal Care,Online,C,7/11/17,Europe,7/21/17
728731572,Somalia,Cereal,Online,M,4/12/16,Middle East and North Africa,4/23/16
182635962,Kiribati,Cosmetics,Online,L,2/12/15,Australia and Oceania,3/22/15
673169076,Mauritania,Vegetables,Online,C,7/3/15,Sub-Saharan Africa,7/29/15
397254741,Cuba,Cereal,Offline,L,3/7/16,Central America and the Caribbean,3/9/16
772129285,Mozambique,Snacks,Online,L,12/21/16,Sub-Saharan Africa,12/26/16
585341536,Canada,Snacks,Offline,M,12/16/14,North America,12/28/14
944752824,Belize,Office Supplies,Online,H,11/14/15,Central America and the Caribbean,11/28/15
328536975,Libya,Clothes,Offline,H,2/20/15,Middle East and North Africa,3/30/15
435180318,El Salvador,Snacks,Online,L,11/1/16,Central America and the Caribbean,11/27/16
333481681,Armenia,Clothes,Online,L,9/28/14,Europe,10/7/14
512552392,Comoros,Office Supplies,Offline,L,4/8/11,Sub-Saharan Africa,5/9/11
631816279,Cape Verde,Clothes,Online,C,9/6/13,Sub-Saharan Africa,9/29/13
871009671,Nauru,Vegetables,Online,M,3/2/15,Australia and Oceania,4/1/15
580181396,Guatemala,Cosmetics,Offline,H,10/4/13,Central America and the Caribbean,11/9/13
529692780,Saint Kitts and Nevis ,Personal Care,Online,M,2/19/16,Central America and the Caribbean,3/26/16
660217654,Norway,Fruits,Offline,H,2/7/11,Europe,2/24/11
532742345,Croatia,Household,Offline,H,4/1/11,Europe,4/27/11
678565680,Togo,Cosmetics,Online,M,4/20/11,Sub-Saharan Africa,6/8/11
349298989,Guinea-Bissau,Baby Food,Online,L,8/13/14,Sub-Saharan Africa,9/19/14
666866099,Sudan,Personal Care,Offline,C,4/6/14,Sub-Saharan Africa,5/3/14
573503339,Malaysia,Snacks,Online,C,12/13/11,Asia,1/2/12
881759536,Costa Rica,Cereal,Offline,C,3/23/14,Central America and the Caribbean,3/30/14
224496018,Switzerland,Cereal,Offline,H,7/27/13,Europe,9/6/13
904886615,Latvia,Beverages,Online,H,11/18/14,Europe,11/28/14
346417653,Saint Kitts and Nevis ,Fruits,Offline,M,7/21/16,Central America and the Caribbean,8/12/16
542887961,Indonesia,Cereal,Offline,H,4/3/14,Asia,4/22/14
408408868,United Arab Emirates,Beverages,Offline,H,4/16/12,Middle East and North Africa,4/21/12
727404201,Liechtenstein,Office Supplies,Online,C,4/1/12,Europe,4/27/12
104610288,Malta,Cereal,Offline,C,10/13/16,Europe,11/22/16
815075957,Burundi,Office Supplies,Offline,L,9/4/10,Sub-Saharan Africa,10/15/10
254162538,Moldova ,Clothes,Online,M,1/24/10,Europe,3/4/10
387543857,Belgium,Office Supplies,Online,H,3/24/13,Europe,4/25/13
101206243,Namibia,Meat,Offline,H,12/5/11,Sub-Saharan Africa,1/3/12
151448523,Fiji,Vegetables,Online,H,5/9/10,Australia and Oceania,6/9/10
914882028,Malta,Snacks,Offline,M,10/4/13,Europe,11/23/13
138430583,Spain,Baby Food,Online,M,2/8/17,Europe,3/14/17
589330518,United Arab Emirates,Clothes,Online,L,6/2/16,Middle East and North Africa,7/22/16
605130660,Israel,Baby Food,Offline,H,7/29/12,Middle East and North Africa,9/15/12
843692338,Saint Lucia,Vegetables,Offline,C,2/1/15,Central America and the Caribbean,3/17/15
233189380,Lithuania,Meat,Offline,C,8/9/15,Europe,9/20/15
922108113,Thailand,Cereal,Online,H,5/29/14,Asia,6/6/14
629247367,Sao Tome and Principe,Household,Offline,L,8/19/16,Sub-Saharan Africa,10/7/16
293718469,Sweden,Meat,Online,C,5/5/13,Europe,6/5/13
924945247,Moldova ,Cereal,Online,M,7/31/15,Europe,8/12/15
452664029,Niger,Household,Online,L,10/1/12,Sub-Saharan Africa,10/14/12
476923644,Czech Republic,Meat,Online,H,3/31/14,Europe,5/11/14
418085420,Luxembourg,Meat,Online,M,5/21/15,Europe,6/8/15
666823184,Papua New Guinea,Baby Food,Offline,M,4/30/16,Australia and Oceania,5/4/16
334123265,Lesotho,Clothes,Online,M,9/28/10,Sub-Saharan Africa,10/20/10
401284492,India,Clothes,Online,H,4/10/12,Asia,5/14/12
569918191,Ghana,Household,Online,L,12/6/12,Sub-Saharan Africa,12/19/12
611948192,Monaco,Office Supplies,Offline,H,2/20/17,Europe,3/16/17
819610822,Kosovo,Meat,Online,H,3/29/15,Europe,5/11/15
655454909,Greece,Personal Care,Offline,C,1/3/10,Europe,2/6/10
102341783,Samoa ,Cosmetics,Offline,M,11/5/12,Australia and Oceania,11/29/12
113445270,Saudi Arabia,Personal Care,Offline,C,4/19/17,Middle East and North Africa,5/20/17
362251698,South Korea,Cosmetics,Offline,C,5/25/10,Asia,6/27/10
592559897,Djibouti,Vegetables,Offline,L,4/24/14,Sub-Saharan Africa,6/12/14
168481194,Netherlands,Cosmetics,Offline,C,6/3/14,Europe,6/11/14
324439418,Guinea-Bissau,Clothes,Offline,H,2/7/16,Sub-Saharan Africa,3/10/16
115170896,Israel,Cereal,Offline,H,8/22/10,Middle East and North Africa,8/22/10
465724456,Greenland,Cosmetics,Offline,H,11/25/16,North America,1/1/17
121461427,Cuba,Beverages,Offline,H,12/11/16,Central America and the Caribbean,1/4/17
598055636,Poland,Baby Food,Offline,M,10/31/12,Europe,12/5/12
331493413,Israel,Fruits,Offline,M,4/7/15,Middle East and North Africa,4/11/15
528073585,Kuwait,Vegetables,Online,M,1/24/17,Middle East and North Africa,1/30/17
214407479,Madagascar,Personal Care,Online,H,2/19/12,Sub-Saharan Africa,3/19/12
287418925,Cameroon,Clothes,Offline,L,5/12/14,Sub-Saharan Africa,6/29/14
364344251,Portugal,Cereal,Online,H,12/26/15,Europe,12/26/15
132732284,Singapore,Beverages,Online,L,2/5/14,Asia,2/19/14
700444352,Slovakia,Meat,Offline,C,6/4/14,Europe,7/5/14
545654284,South Sudan,Cereal,Online,L,5/25/12,Sub-Saharan Africa,6/22/12
466848409,Malta,Household,Offline,C,2/4/12,Europe,3/23/12
432825553,Burkina Faso,Vegetables,Online,L,11/9/14,Sub-Saharan Africa,11/28/14
932697045,Malaysia,Snacks,Online,M,7/14/15,Asia,8/21/15
725886714,Monaco,Fruits,Online,L,10/23/13,Europe,11/26/13
892130887,San Marino,Fruits,Online,H,6/14/10,Europe,6/17/10
781478393,Croatia,Personal Care,Online,L,1/24/11,Europe,2/22/11
264290559,Federated States of Micronesia,Snacks,Online,C,10/1/14,Australia and Oceania,10/8/14
181241214,Gabon,Meat,Offline,L,4/25/10,Sub-Saharan Africa,5/18/10
993316686,China,Cereal,Online,L,5/8/10,Asia,6/2/10
531815803,Moldova ,Cereal,Online,C,2/25/17,Europe,2/25/17
748349893,United Kingdom,Personal Care,Offline,H,5/14/11,Europe,6/30/11
964842784,Turkey,Cereal,Online,M,5/6/16,Middle East and North Africa,5/9/16
123530805,San Marino,Office Supplies,Online,L,1/30/11,Europe,2/21/11
836962783,Macedonia,Beverages,Online,C,4/8/17,Europe,5/20/17
838000047,Kuwait,Meat,Offline,H,3/30/12,Middle East and North Africa,4/14/12
629816424,Estonia,Cereal,Offline,M,1/18/16,Europe,2/20/16
335898244,Saudi Arabia,Office Supplies,Online,C,12/6/11,Middle East and North Africa,12/6/11
150044333,Cape Verde,Office Supplies,Offline,C,9/13/10,Sub-Saharan Africa,9/23/10
786366021,Kosovo,Household,Online,M,9/2/16,Europe,9/21/16
329287135,Lithuania,Snacks,Online,M,4/14/16,Europe,5/3/16
983544003,Comoros,Vegetables,Online,L,3/9/12,Sub-Saharan Africa,3/28/12
524185454,Angola,Clothes,Offline,H,11/20/11,Sub-Saharan Africa,12/5/11
846572816,Spain,Vegetables,Online,M,5/15/16,Europe,5/31/16
316379916,South Africa,Meat,Online,L,5/6/16,Sub-Saharan Africa,5/26/16
519593083,Bulgaria,Vegetables,Offline,H,2/23/11,Europe,3/31/11
412511146,Cote d'Ivoire,Cereal,Online,M,7/15/12,Sub-Saharan Africa,7/29/12
371745431,Kiribati,Household,Offline,M,8/17/10,Australia and Oceania,9/2/10
844219768,Uzbekistan,Fruits,Offline,L,7/10/15,Asia,8/22/15
997170484,Moldova ,Household,Offline,C,9/2/15,Europe,9/10/15
968146407,Belarus,Household,Offline,C,12/14/11,Europe,12/27/11
515008866,Philippines,Baby Food,Online,M,11/17/13,Asia,12/12/13
365931689,Haiti,Meat,Offline,H,2/6/13,Central America and the Caribbean,3/25/13
869401204,Slovakia,Meat,Offline,H,6/22/17,Europe,8/5/17
644216239,Guinea-Bissau,Clothes,Offline,M,12/26/16,Sub-Saharan Africa,1/17/17
629488122,Liechtenstein,Meat,Online,M,4/9/10,Europe,4/10/10
934640681,Central African Republic,Fruits,Offline,L,12/12/15,Sub-Saharan Africa,1/19/16
389410245,Swaziland,Cosmetics,Offline,C,11/5/15,Sub-Saharan Africa,11/5/15
593845641,Belize,Meat,Online,H,10/15/11,Central America and the Caribbean,12/3/11
968308198,Syria,Office Supplies,Offline,L,3/27/14,Middle East and North Africa,3/30/14
103471744,Mali,Snacks,Online,M,10/12/15,Sub-Saharan Africa,11/5/15
710322606,India,Snacks,Online,M,1/29/10,Asia,3/6/10
170159614,Myanmar,Fruits,Online,H,10/17/10,Asia,12/5/10
884594094,Japan,Snacks,Offline,C,6/29/17,Asia,8/6/17
825549876,Finland,Meat,Online,L,11/20/11,Europe,12/5/11
285263288,Czech Republic,Household,Offline,L,8/11/14,Europe,8/19/14
526283156,Equatorial Guinea,Cereal,Online,L,4/16/13,Sub-Saharan Africa,5/18/13
631470811,Jordan,Cosmetics,Offline,M,10/4/11,Middle East and North Africa,10/16/11
654000079,Chad,Vegetables,Online,C,2/17/11,Sub-Saharan Africa,3/6/11
267357289,Iraq,Beverages,Offline,M,7/31/13,Middle East and North Africa,8/26/13
115341269,Australia,Fruits,Offline,H,12/30/10,Australia and Oceania,1/3/11
462063348,Singapore,Office Supplies,Offline,C,6/21/11,Asia,7/27/11
741947352,Bulgaria,Household,Offline,M,10/19/12,Europe,11/27/12
909729611,Bangladesh,Snacks,Offline,L,11/8/13,Asia,12/24/13
990458953,Kazakhstan,Cereal,Online,H,10/10/10,Asia,11/5/10
629496705,Israel,Baby Food,Online,L,12/1/15,Middle East and North Africa,12/17/15
442516696,The Bahamas,Household,Online,M,3/10/16,Central America and the Caribbean,4/16/16
665505254,Kuwait,Household,Offline,C,9/21/14,Middle East and North Africa,10/16/14
704761207,United Kingdom,Personal Care,Online,M,12/1/11,Europe,12/4/11
486895883,Nigeria,Cereal,Offline,L,10/23/16,Sub-Saharan Africa,11/2/16
908833110,Senegal,Personal Care,Online,L,1/4/13,Sub-Saharan Africa,1/24/13
687809216,Bahrain,Meat,Online,C,6/22/15,Middle East and North Africa,7/15/15
411373031,Ethiopia,Cosmetics,Offline,C,9/16/13,Sub-Saharan Africa,10/31/13
287385880,Russia,Snacks,Online,H,6/14/13,Europe,7/10/13
594021594,Haiti,Household,Offline,M,2/18/10,Central America and the Caribbean,4/6/10
329766499,Cyprus,Household,Online,L,5/25/15,Europe,7/11/15
363419425,Turkmenistan,Baby Food,Online,H,6/13/15,Asia,6/20/15
284091699,Spain,Meat,Online,L,9/11/12,Europe,10/3/12
651207149,Saudi Arabia,Baby Food,Online,L,6/1/14,Middle East and North Africa,6/24/14
744502103,Kyrgyzstan,Vegetables,Online,H,10/14/13,Asia,10/18/13
814025390,Myanmar,Fruits,Online,L,6/1/16,Asia,7/21/16
730138337,Croatia,Fruits,Offline,L,11/2/13,Europe,11/8/13
433514773,Thailand,Baby Food,Online,M,1/1/10,Asia,1/8/10
385141026,Malawi,Clothes,Online,M,7/1/17,Sub-Saharan Africa,7/4/17
216315925,Cambodia,Cosmetics,Online,L,11/28/15,Asia,12/27/15
978650796,Czech Republic,Office Supplies,Online,C,2/29/16,Europe,4/4/16
194069468,Cameroon,Household,Online,M,5/1/11,Sub-Saharan Africa,5/9/11
404808270,Marshall Islands,Cosmetics,Online,L,9/7/10,Australia and Oceania,9/8/10
623416030,Cyprus,Baby Food,Offline,H,3/19/13,Europe,3/22/13
382754075,Federated States of Micronesia,Cereal,Offline,L,5/23/11,Australia and Oceania,6/9/11
185996234,Estonia,Office Supplies,Offline,H,2/11/10,Europe,3/17/10
156628835,Tanzania,Clothes,Online,C,5/8/15,Sub-Saharan Africa,5/15/15
488450706,Luxembourg,Beverages,Online,H,3/13/15,Europe,4/13/15
995573174,Cuba,Personal Care,Offline,C,12/15/13,Central America and the Caribbean,12/25/13
662420070,San Marino,Vegetables,Online,M,3/21/13,Europe,5/1/13
793727719,Kyrgyzstan,Household,Online,H,8/22/15,Asia,9/19/15
964544951,Central African Republic,Cosmetics,Online,C,7/27/13,Sub-Saharan Africa,8/15/13
370233094,Panama,Cereal,Online,M,7/30/15,Central America and the Caribbean,8/22/15
976465976,Sweden,Clothes,Online,H,5/13/12,Europe,6/19/12
769229924,Sao Tome and Principe,Fruits,Offline,H,11/4/10,Sub-Saharan Africa,11/25/10
504823768,Cuba,Baby Food,Offline,H,3/14/15,Central America and the Caribbean,4/8/15
559858834,Switzerland,Clothes,Offline,L,7/18/15,Europe,7/29/15
481258952,Nigeria,Clothes,Online,L,5/30/14,Sub-Saharan Africa,6/29/14
336260449,Angola,Household,Offline,H,5/24/15,Sub-Saharan Africa,7/8/15
262412154,Romania,Meat,Online,C,10/20/11,Europe,10/28/11
917575395,Haiti,Beverages,Offline,H,2/22/13,Central America and the Caribbean,3/29/13
329923999,South Sudan,Personal Care,Online,L,1/27/11,Sub-Saharan Africa,2/25/11
647944295,Zimbabwe,Cosmetics,Online,M,6/10/13,Sub-Saharan Africa,6/17/13
490435111,The Gambia,Cereal,Offline,M,3/29/10,Sub-Saharan Africa,4/23/10
796507775,Germany,Clothes,Offline,M,3/31/15,Europe,3/31/15
775586116,Indonesia,Personal Care,Offline,M,10/15/16,Asia,11/25/16
157406461,Bangladesh,Snacks,Offline,L,11/4/11,Asia,11/19/11
542017638,South Africa,Snacks,Online,L,5/17/17,Sub-Saharan Africa,6/20/17
449780976,Vietnam,Office Supplies,Online,H,7/23/13,Asia,8/8/13
271370303,Chad,Beverages,Online,C,9/14/15,Sub-Saharan Africa,10/7/15
917771947,Estonia,Cereal,Online,C,6/19/17,Europe,7/17/17
670284736,Libya,Beverages,Online,L,5/10/17,Middle East and North Africa,6/21/17
130519998,Ireland,Fruits,Offline,M,12/14/14,Europe,1/23/15
870401561,Bosnia and Herzegovina,Clothes,Offline,H,9/5/14,Europe,10/9/14
482165753,Czech Republic,Baby Food,Offline,M,6/14/14,Europe,6/16/14
